mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0014939308166503906,0.0004054656577381415,0.0007663726806640625,0.0006436758477643421,0.18420699693267145,{'alpha': 0.18420699693267145},-0.054829737911820074,-0.05874536255724277,-0.004068293491294928,-0.03479425407687696,-0.010721337064854345,-0.03263179702041781,0.022249876829806663,1,-0.0001240981523359727,-0.016296037652192105,-0.015148536589036891,-0.011867451282540208,-0.011964829706763807,-0.011080190676573797,0.005747953148932651
0.0011962890625,0.0002012710157732514,0.0010263919830322266,2.708460243537829e-05,0.2682695795279725,{'alpha': 0.2682695795279725},-0.05469348261582842,-0.06320325692998875,-0.0063083982642094475,-0.030673891422005776,-0.010800551244551447,-0.03313591609531677,0.022774632645299876,3,-0.00014303588219680293,-0.01790304690954434,-0.016392982217954908,-0.012419590143630248,-0.01224140621675136,-0.011820012274015532,0.006241862039760477
0.0019890308380126954,0.0007763267521695386,0.0006029605865478516,0.0004923252331161437,0.3906939937054613,{'alpha': 0.3906939937054613},-0.05470156727761035,-0.06615458611610199,-0.011401506535605774,-0.026471011775990937,-0.01104322971937329,-0.03395438028493646,0.022613503764389257,5,-0.00017108773426740225,-0.019218484720153067,-0.017679627950395814,-0.013235488978432084,-0.012677515962414157,-0.012596441069132505,0.006700665815436751
0.0019946575164794924,0.00032007736067504836,0.0010212421417236327,0.00028719223944854365,0.5689866029018293,{'alpha': 0.5689866029018293},-0.05480555148426732,-0.06750933013982613,-0.01786391521396999,-0.022571199274621763,-0.011527325707839643,-0.03485546436410497,0.02212735361798591,6,-0.0002111679232125878,-0.020266052502924663,-0.018917186311995505,-0.014336072036640429,-0.013314075268668967,-0.013408910808688432,0.0071050760759975295
0.002077627182006836,0.000568184667538893,0.0009005069732666016,0.0006611454584850157,0.8286427728546842,{'alpha': 0.8286427728546842},-0.0549047886587457,-0.06745789140173843,-0.02443738891335335,-0.019297511084904746,-0.012308759348927155,-0.035681267881533876,0.021542627553507346,7,-0.0002672385920260456,-0.021088547473944116,-0.020040207141484908,-0.01568427292808596,-0.014166982017648055,-0.014249449630637817,0.007454849109004392
0.001688385009765625,0.0005773955090468036,0.0007017612457275391,0.0003990815548154496,1.2067926406393288,{'alpha': 1.2067926406393288},-0.05489024180460417,-0.06632078321304022,-0.030340506398983103,-0.0167968226149848,-0.013392390292848964,-0.03634814886489225,0.02091640981669248,9,-0.0003450962724238709,-0.02173339050456667,-0.02102083547688424,-0.017187224903420117,-0.015211423097911875,-0.015099594051041354,0.0077605962196300214
0.0018054962158203125,0.00040265261292196934,0.0006005287170410157,0.0004903298065134578,1.7575106248547894,{'alpha': 1.7575106248547894},-0.05470517671533728,-0.06446850030965783,-0.03525829753253207,-0.01501655836342923,-0.014722338749354146,-0.03683417433406211,0.020250697397856697,10,-0.0004523046504670752,-0.022244280205376787,-0.021868768219560714,-0.018728151513937828,-0.01638210482024998,-0.01593512188191848,0.008034078357916412
0.0015051841735839843,0.00045814427309009514,0.0011944293975830079,0.00022926047913686154,2.559547922699533,{'alpha': 2.559547922699533},-0.054377855534346334,-0.0622673919737649,-0.03920230087205627,-0.013776918151576143,-0.016203043948419642,-0.03716550209603266,0.019580444561299176,11,-0.0005962013669263706,-0.022657076030438175,-0.022623471906840997,-0.020209749646156426,-0.017594397951839334,-0.016736179380440263,0.008282733247126143
0.0012803077697753906,0.0005507994498758672,0.0010661602020263672,0.000646532060935637,3.727593720314938,{'alpha': 3.727593720314938},-0.05400381733672464,-0.06002854177421645,-0.042356566377131546,-0.012875523435821015,-0.01773935257751342,-0.037400760300281416,0.01897522705085606,12,-0.0007802746522156973,-0.022999406523836006,-0.02334213133974085,-0.021583582491504952,-0.018775755973817056,-0.01749623019622291,0.008511478304302798
0.001409149169921875,0.0007543491141334257,0.0012372493743896484,0.0003865941078806186,5.428675439323859,{'alpha': 5.428675439323859},-0.05369518881494244,-0.057970402428397794,-0.04496103765467555,-0.012160661193677296,-0.01926936949212095,-0.0376113319167628,0.01850061947662645,13,-0.001001144998129259,-0.02329352823014425,-0.02408446640717535,-0.02285321321999214,-0.019888552502921,-0.0182241810716724,0.008727797744087796
